,movie_id,budget,popularity,revenue,title,vote_average,vote_count,director_id,year,month,day,director_name,gender
80,43726,150.0,86,449.326618,Thor,6.6,6525,4847,2011,Apr,Thursday,Kenneth Branagh,Male
81,43729,150.0,44,301.0,Wrath of the Titans,5.5,1431,4849,2012,Mar,Tuesday,Jonathan Liebesman,
82,43730,150.0,50,245.527149,Dark Shadows,5.7,2320,4785,2012,May,Tuesday,Tim Burton,Male
83,43735,150.0,33,318.502923,The Last Airbender,4.7,1151,4854,2010,Jun,Wednesday,M. Night Shyamalan,Male
84,43737,150.0,39,205.366737,White House Down,6.4,1891,4803,2013,Jun,Thursday,Roland Emmerich,Male
85,43740,150.0,48,128.38832,Pan,5.9,954,4857,2015,Sep,Thursday,Joe Wright,Male
86,43741,145.0,38,272.91243,Mr. Peabody & Sherman,6.7,843,4858,2014,Feb,Friday,Rob Minkoff,Male
87,43742,175.0,66,497.409852,Troy,6.9,2759,4833,2004,May,Thursday,Wolfgang Petersen,Male
88,43744,140.0,54,431.971116,Die Another Day,5.8,1092,4859,2002,Nov,Sunday,Lee Tamahori,Male
89,43746,140.0,58,553.799566,Armageddon,6.4,2482,4788,1998,Jul,Wednesday,Michael Bay,Male
90,43747,140.0,91,441.818803,Men in Black II,6.0,3114,4776,2002,Jul,Wednesday,Barry Sonnenfeld,Male
91,43748,70.0,35,195.735876,Beowulf,5.5,841,4804,2007,Nov,Monday,Robert Zemeckis,Male
92,43753,140.0,52,456.758981,The Last Samurai,7.3,1895,4863,2003,Dec,Friday,Edward Zwick,Male
93,43754,140.0,101,268.031828,Exodus: Gods and Kings,5.6,1921,4779,2014,Dec,Wednesday,Ridley Scott,Male
94,43756,139.0,82,821.708551,Spider-Man,6.8,5265,4767,2002,May,Wednesday,Sam Raimi,Male
95,43758,140.0,56,150.680864,Gods of Egypt,5.3,1277,4865,2016,Feb,Thursday,Alex Proyas,Male
96,43759,135.0,17,76.932943,Stealth,4.9,331,4810,2005,Jul,Thursday,Rob Cohen,Male
97,43760,130.0,64,185.258983,Watchmen,7.0,2811,4771,2009,Mar,Thursday,Zack Snyder,Male
98,43761,140.0,24,285.444603,Lethal Weapon 4,6.3,767,4866,1998,Jul,Friday,Richard Donner,Male
99,43762,137.0,34,245.36048,Hulk,5.3,1533,4867,2003,Jun,Thursday,Ang Lee,Male
100,43763,130.0,59,371.876278,G.I. Joe: Retaliation,5.4,3025,4868,2013,Mar,Tuesday,Jon M. Chu,Male
101,43767,135.0,39,361.8324,The World Is Not Enough,6.0,862,4838,1999,Nov,Monday,Michael Apted,Male
102,43769,120.0,99,829.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,4872,2012,Nov,Tuesday,Bill Condon,Male
103,43770,130.0,17,150.406466,Happy Feet Two,5.8,373,4845,2011,Nov,Thursday,George Miller,Male
104,43771,150.0,62,163.712074,The Incredible Hulk,6.1,3021,4873,2008,Jun,Thursday,Louis Leterrier,Male
105,43772,140.0,44,183.345589,The BFG,6.0,1000,4799,2016,Jun,Wednesday,Steven Spielberg,Male
106,43773,135.0,100,532.950503,The Revenant,7.3,6396,4874,2015,Dec,Friday,Alejandro González Iñárritu,Male
107,43775,135.0,29,245.724603,Rango,6.6,2051,4763,2011,Mar,Wednesday,Gore Verbinski,Male
108,43777,70.0,45,442.824138,The Bourne Ultimatum,7.3,2888,4876,2007,Aug,Friday,Paul Greengrass,Male
109,43780,130.0,76,847.423452,The Hunger Games: Catching Fire,7.4,6495,4831,2013,Nov,Friday,Francis Lawrence,Male
110,43782,132.0,48,591.739379,War of the Worlds,6.2,2322,4799,2005,Jun,Tuesday,Steven Spielberg,Male
111,43783,130.0,38,273.339556,Bad Boys II,6.3,1564,4788,2003,Jul,Friday,Michael Bay,Male
112,43785,110.0,48,293.329073,Salt,6.2,2093,4880,2010,Jul,Wednesday,Phillip Noyce,Male
113,43786,125.0,46,362.637473,Noah,5.6,2350,4881,2014,Mar,Thursday,Darren Aronofsky,Male
114,43787,130.0,89,371.940071,The Adventures of Tintin,6.7,2061,4799,2011,Oct,Tuesday,Steven Spielberg,Male
115,43790,130.0,42,243.843127,After Earth,5.0,2532,4854,2013,May,Thursday,M. Night Shyamalan,Male
116,43792,127.0,115,349.424282,Night at the Museum: Secret of the Tomb,6.1,1851,4842,2014,Dec,Wednesday,Shawn Levy,Male
117,43794,125.0,109,976.47555,Harry Potter and the Philosopher's Stone,7.5,7006,4885,2001,Nov,Friday,Chris Columbus,Male
118,43795,130.0,39,61.6485,R.I.P.D.,5.4,1260,4886,2013,Jul,Thursday,Robert Schwentke,Male
119,43796,140.0,271,655.011224,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,4763,2003,Jul,Wednesday,Gore Verbinski,Male
120,43797,125.0,206,752.100229,The Hunger Games: Mockingjay - Part 1,6.6,5584,4831,2014,Nov,Tuesday,Francis Lawrence,Male
121,43798,125.0,45,767.820459,The Da Vinci Code,6.5,2704,4846,2006,May,Wednesday,Ron Howard,Male
122,43800,110.0,2,407.711549,X2,6.8,3506,4772,2003,Apr,Thursday,Bryan Singer,Male
123,43801,125.0,7,626.137675,Fast Five,7.1,2438,4802,2011,Apr,Wednesday,Justin Lin,
124,43802,125.0,81,334.615,Sherlock Holmes: A Game of Shadows,7.0,3886,4888,2011,Nov,Tuesday,Guy Ritchie,Male
125,43803,125.0,47,232.713139,Clash of the Titans,5.6,2233,4873,2010,Apr,Thursday,Louis Leterrier,Male
126,43804,65.0,43,261.317921,Total Recall,7.1,1710,4889,1990,Jun,Friday,Paul Verhoeven,Male
127,43805,160.0,27,61.698899,The 13th Warrior,6.4,510,4890,1999,Aug,Friday,John McTiernan,
128,43807,125.0,50,238.207122,Batman & Robin,4.2,1418,4892,1997,Jun,Friday,Joel Schumacher,Male
129,43808,123.0,45,345.141403,How the Grinch Stole Christmas,6.2,1386,4846,2000,Nov,Friday,Ron Howard,Male
130,43809,125.0,41,544.272402,The Day After Tomorrow,6.2,2392,4803,2004,May,Wednesday,Roland Emmerich,Male
131,43810,125.0,54,546.388105,Mission: Impossible II,5.9,1928,4893,2000,May,Wednesday,John Woo,Male
132,43811,120.0,25,325.756637,The Perfect Storm,6.2,597,4833,2000,Mar,Wednesday,Wolfgang Petersen,Male
133,43812,130.0,60,289.047763,Fantastic 4: Rise of the Silver Surfer,5.4,2589,4894,2007,Jun,Wednesday,Tim Story,Male
134,43813,120.0,51,609.016565,Life of Pi,7.2,5797,4867,2012,Nov,Tuesday,Ang Lee,Male
135,43815,120.0,62,415.484914,Jason Bourne,5.9,2341,4876,2016,Jul,Wednesday,Paul Greengrass,Male
136,43816,120.0,33,259.175788,Charlie's Angels: Full Throttle,5.2,914,4793,2003,Jun,Friday,McG,Male
137,43817,130.0,68,403.170142,Prometheus,6.3,5080,4779,2012,May,Wednesday,Ridley Scott,Male
138,43818,120.0,27,169.956806,Stuart Little 2,5.4,613,4858,2002,Jul,Friday,Rob Minkoff,Male
139,43822,120.0,17,93.945766,Speed Racer,5.7,354,4805,2008,May,Friday,Lilly Wachowski,Female
140,43824,117.0,44,261.930431,Knight and Day,5.9,1547,4900,2010,Jun,Tuesday,James Mangold,Male
141,43829,120.0,15,415.440673,The Wolverine,6.3,4053,4900,2013,Jul,Tuesday,James Mangold,Male
142,43833,115.0,18,77.628265,Windtalkers,5.8,341,4893,2002,Jun,Friday,John Woo,Male
143,43835,125.0,143,477.2,Teenage Mutant Ninja Turtles,5.8,2636,4849,2014,Aug,Thursday,Jonathan Liebesman,
144,43837,116.0,16,178.12776,Dante's Peak,5.7,428,4904,1997,Feb,Friday,Roger Donaldson,Male
145,43840,110.0,48,574.480841,Night at the Museum,6.3,2862,4842,2006,Oct,Friday,Shawn Levy,Male
146,43843,110.0,23,215.294342,The Patriot,6.8,1099,4803,2000,Jun,Wednesday,Roland Emmerich,Male
147,43844,110.0,76,362.74428,Ocean's Twelve,6.4,2124,4909,2004,Dec,Thursday,Steven Soderbergh,Male
148,43845,110.0,44,478.20752,Mr. & Mrs. Smith,6.5,2965,4813,2005,Jun,Tuesday,Doug Liman,Male
149,43846,110.0,103,295.238201,Insurgent,6.2,3829,4886,2015,Mar,Wednesday,Robert Schwentke,Male
150,43847,116.0,45,102.0,The Aviator,7.0,1489,4809,2004,Dec,Friday,Martin Scorsese,Male
151,43851,110.0,36,563.749323,The Smurfs,5.5,1179,4913,2011,Jul,Friday,Raja Gosnell,Male
152,43853,110.0,86,179.246868,Allegiant,5.9,1998,4886,2016,Mar,Wednesday,Robert Schwentke,Male
153,43854,110.0,37,299.268508,Real Steel,6.6,2692,4842,2011,Sep,Wednesday,Shawn Levy,Male
154,43855,105.0,32,347.434178,The Smurfs 2,5.5,695,4913,2013,Jul,Tuesday,Raja Gosnell,Male
155,43856,160.0,23,164.508066,Speed 2: Cruise Control,4.1,434,4915,1997,Jun,Friday,Jan de Bont,Male
156,43859,93.0,138,871.368364,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,4777,2001,Dec,Tuesday,Peter Jackson,Male
157,43860,110.0,22,72.178895,Around the World in 80 Days,5.7,672,4917,2004,Jun,Wednesday,Frank Coraci,Male
158,43861,107.0,18,87.713825,Ali,6.7,447,4918,2001,Dec,Tuesday,Michael Mann,Male
159,43863,120.0,95,347.234916,"I, Robot",6.7,3793,4865,2004,Jul,Thursday,Alex Proyas,Male
160,43864,130.0,44,211.643158,Kingdom of Heaven,6.6,1157,4779,2005,May,Tuesday,Ridley Scott,Male
161,43865,133.0,30,300.135367,Stuart Little,5.8,959,4858,1999,Dec,Friday,Rob Minkoff,Male
162,43867,108.0,167,630.16189,The Martian,7.6,7268,4779,2015,Sep,Wednesday,Ridley Scott,Male
163,43868,126.0,37,162.949164,The Island,6.5,1770,4788,2005,Jul,Wednesday,Michael Bay,Male
164,43869,90.0,1,10.372291,Town & Country,3.7,16,4921,2001,Apr,Friday,Peter Chelsom,Male
165,43871,103.0,95,457.640427,Gladiator,7.9,5439,4779,2000,May,Monday,Ridley Scott,Male
166,43872,102.0,65,358.372926,Minority Report,7.1,2608,4799,2002,Jun,Thursday,Steven Spielberg,Male
167,43873,100.0,132,876.688482,Harry Potter and the Chamber of Secrets,7.4,5815,4885,2002,Nov,Wednesday,Chris Columbus,Male
168,43874,150.0,88,599.04596,Casino Royale,7.3,3855,4791,2006,Nov,Tuesday,Martin Campbell,Male
169,43875,100.0,51,362.21174,Planet of the Apes,5.6,1243,4785,2001,Jul,Wednesday,Tim Burton,Male
170,43876,100.0,101,520.0,Terminator 2: Judgment Day,7.7,4185,4762,1991,Jul,Monday,James Cameron,Male
171,43877,80.0,33,214.10462,Public Enemies,6.5,1344,4918,2009,Jul,Wednesday,Michael Mann,Male
172,43878,100.0,42,266.465037,American Gangster,7.4,1502,4779,2007,Nov,Friday,Ridley Scott,Male
173,43879,115.0,38,378.882411,True Lies,6.8,1116,4762,1994,Jul,Thursday,James Cameron,Male
174,43880,100.0,40,150.166126,The Taking of Pelham 1 2 3,6.2,954,4923,2009,Jun,Thursday,Tony Scott,Male
175,43881,100.0,32,310.650585,Little Fockers,5.4,1060,4924,2010,Dec,Tuesday,Paul Weitz,Male
176,43882,100.0,24,170.432927,The Other Guys,6.1,1383,4925,2010,Aug,Friday,Adam McKay,Male
177,43883,100.0,24,242.295562,Eraser,5.6,543,4926,1996,Jun,Friday,Chuck Russell,Male
178,43884,100.0,82,425.368238,Django Unchained,7.8,10099,4927,2012,Dec,Tuesday,Quentin Tarantino,Male
179,43887,100.0,53,312.573423,The Expendables 2,6.1,2896,4930,2012,Aug,Wednesday,Simon West,Male
180,43888,100.0,58,347.451894,National Treasure,6.4,1926,4832,2004,Nov,Friday,Jon Turteltaub,Male
181,43893,100.0,20,211.989043,End of Days,5.5,482,4935,1999,Nov,Wednesday,Peter Hyams,Male
182,43894,100.0,52,170.877916,Blood Diamond,7.3,2281,4863,2006,Dec,Thursday,Edward Zwick,Male
183,43895,100.0,95,392.000694,The Wolf of Wall Street,7.9,6571,4809,2013,Dec,Wednesday,Martin Scorsese,Male
184,43896,100.0,48,336.529144,Batman Forever,5.2,1498,4892,1995,May,Wednesday,Joel Schumacher,Male
185,43897,105.0,58,121.214377,Starship Troopers,6.7,1560,4889,1997,Nov,Thursday,Paul Verhoeven,Male
186,43898,102.0,73,130.482868,Cloud Atlas,6.6,2977,4936,2012,Oct,Friday,Tom Tykwer,Male
187,43899,80.0,37,140.07339,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,4771,2010,Jul,Saturday,Zack Snyder,Male
188,43901,100.0,76,243.4,Hercules,5.6,1680,4786,2014,Jul,Wednesday,Brett Ratner,Male
189,43907,100.0,50,93.820758,In the Heart of the Sea,6.5,1276,4846,2015,Nov,Friday,Ron Howard,Male
190,43909,100.0,30,94.882889,Green Zone,6.4,717,4876,2010,Mar,Thursday,Paul Greengrass,Male
191,43913,100.0,46,193.772504,Gangs of New York,7.1,1910,4809,2002,Dec,Saturday,Martin Scorsese,Male
192,43914,94.0,12,95.311434,The Flowers of War,7.1,187,4945,2011,Dec,Thursday,Zhang Yimou,Male
193,43916,90.0,19,102.0,The Stepford Wives,5.4,334,4947,2004,Jun,Thursday,Frank Oz,Male
194,43917,92.0,44,172.989651,Black Hawk Down,7.2,1811,4779,2001,Dec,Friday,Ridley Scott,Male
195,43918,0.0,16,104.907746,The Campaign,5.6,578,4948,2012,Aug,Thursday,Jay Roach,Male
196,43919,90.0,109,263.92018,The Fifth Element,7.3,3885,4949,1997,May,Wednesday,Luc Besson,Male
197,43923,95.0,101,543.514353,Cinderella,6.7,2374,4847,2015,Mar,Thursday,Kenneth Branagh,Male
198,43924,65.0,29,93.525586,The Lovely Bones,6.6,1065,4777,2009,Dec,Saturday,Peter Jackson,Male
199,43926,94.0,123,1118.888979,The Lord of the Rings: The Return of the King,8.1,8064,4777,2003,Dec,Monday,Peter Jackson,Male
200,43927,79.0,106,926.2874,The Lord of the Rings: The Two Towers,8.0,7487,4777,2002,Dec,Wednesday,Peter Jackson,Male
201,43929,115.0,41,274.70334,Lara Croft: Tomb Raider,5.7,2192,4930,2001,Jun,Monday,Simon West,Male
202,43933,90.0,21,162.839667,The Spiderwick Chronicles,6.3,572,4955,2008,Feb,Thursday,Mark Waters,Male
203,43937,98.0,7,10.017322,Cutthroat Island,5.7,136,4958,1995,Dec,Friday,Renny Harlin,Male
204,43938,95.0,61,226.497209,Percy Jackson & the Olympians: The Lightning Thief,6.0,2010,4885,2010,Feb,Monday,Chris Columbus,Male
205,43939,90.0,104,589.390539,Men in Black,6.9,4412,4776,1997,Jul,Wednesday,Barry Sonnenfeld,Male
206,43941,100.0,37,167.805466,Unstoppable,6.3,1165,4923,2010,Nov,Thursday,Tony Scott,Male
207,43942,90.0,35,347.325802,Rush Hour 2,6.4,1054,4786,2001,Aug,Friday,Brett Ratner,Male
208,43943,100.0,15,155.464351,What Lies Beneath,6.3,488,4804,2000,Jul,Friday,Robert Zemeckis,Male
209,43946,90.0,43,188.133322,The Secret Life of Walter Mitty,7.0,3144,4960,2013,Dec,Wednesday,Ben Stiller,Male
210,43947,92.0,40,264.105545,Charlie's Angels,5.6,1232,4793,2000,Nov,Thursday,McG,Male
211,43948,90.0,63,289.847354,The Departed,7.9,4339,4809,2006,Oct,Thursday,Martin Scorsese,Male
212,43950,92.0,43,188.072649,Tropic Thunder,6.5,1667,4960,2008,Aug,Saturday,Ben Stiller,Male
213,43951,90.0,47,232.61743,The Girl with the Dragon Tattoo,7.2,2434,4829,2011,Dec,Wednesday,David Fincher,Male
214,43952,90.0,51,366.101666,Die Hard: With a Vengeance,6.9,2066,4890,1995,May,Friday,John McTiernan,
215,43953,90.0,57,524.028679,Sherlock Holmes,7.0,5766,4888,2009,Dec,Wednesday,Guy Ritchie,Male
216,43957,75.0,38,200.276,Valkyrie,6.7,1173,4772,2008,Dec,Thursday,Bryan Singer,Male
217,43958,90.0,40,201.596308,You Don't Mess with the Zohan,5.5,1048,4964,2008,Jun,Thursday,Dennis Dugan,Male
218,43959,88.0,140,243.637091,Pixels,5.6,2513,4885,2015,Jul,Thursday,Chris Columbus,Male
219,43960,100.0,34,235.926552,A.I. Artificial Intelligence,6.8,1974,4799,2001,Jun,Friday,Steven Spielberg,Male
220,43961,90.0,16,182.290266,The Haunted Mansion,5.2,466,4858,2003,Nov,Tuesday,Rob Minkoff,Male
221,43962,90.0,55,171.120329,Contact,7.2,1308,4804,1997,Jul,Friday,Robert Zemeckis,Male
222,43963,95.0,28,190.213455,Hollow Man,5.6,634,4889,2000,Aug,Friday,Paul Verhoeven,Male
223,43964,80.0,18,162.944923,The Interpreter,6.2,392,4965,2005,Apr,Friday,Sydney Pollack,Male
224,43966,95.0,56,156.505388,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,4915,2003,Jul,Monday,Jan de Bont,Male
225,43967,90.0,51,334.901337,Now You See Me 2,6.7,3235,4868,2016,Jun,Thursday,Jon M. Chu,Male
226,43968,68.0,20,118.063304,The Saint,5.9,302,4880,1997,Apr,Thursday,Phillip Noyce,Male
227,43969,92.0,27,143.04956,Spy Game,6.8,579,4923,2001,Nov,Sunday,Tony Scott,Male
228,43970,90.0,16,60.874615,Mission to Mars,5.7,369,4967,2000,Mar,Friday,Brian De Palma,Male
229,43972,100.0,24,93.7,Bicentennial Man,6.9,963,4885,1999,Dec,Friday,Chris Columbus,Male
230,43977,88.0,24,108.539911,Cinderella Man,7.3,616,4846,2005,Jun,Thursday,Ron Howard,Male
231,43980,92.0,32,494.471524,Twister,6.1,950,4915,1996,May,Friday,Jan de Bont,Male
232,43981,90.0,57,429.632142,Cast Away,7.5,3218,4804,2000,Dec,Friday,Robert Zemeckis,Male
233,43982,100.0,37,384.335608,Happy Feet,5.9,1410,4845,2006,Nov,Thursday,George Miller,Male
234,43983,75.0,53,288.500217,The Bourne Supremacy,7.2,2825,4876,2004,Jul,Friday,Paul Greengrass,Male
235,43984,85.0,36,315.156409,Air Force One,6.2,840,4833,1997,Jul,Friday,Wolfgang Petersen,Male
